liga,time,jogo,jogador,posicao_x,posicao_y,velocidade,batimentos
Ligue 1,Paris Saint-Germain,Jogo 44,Warren Zaïre-Emery,84,3,24.0,183
Brasileirão,Fluminense,Jogo 44,Fábio,21,76,27.8,151
Ligue 1,Monaco,Jogo 44,Aleksandr Golovin,36,69,32.5,164
Ligue 1,Paris Saint-Germain,Jogo 44,Achraf Hakimi,88,18,30.6,152
Brasileirão,Atlético Mineiro,Jogo 44,Paulinho,70,55,21.8,188
Ligue 1,Marseille,Jogo 44,Pau López,47,90,22.7,165
Bundesliga,Bayern Munich,Jogo 44,Alphonso Davies,67,59,25.5,157
Eredivisie,AZ Alkmaar,Jogo 44,Yukinari Sugawara,70,50,32.8,169
Primeira Liga,Braga,Jogo 44,Rodrigo Zalazar,75,84,25.6,179
La Liga,Real Betis,Jogo 44,Germán Pezzella,100,52,31.4,153
Serie A,Napoli,Jogo 44,André-Frank Zambo Anguissa,89,77,20.3,156
Premier League,Chelsea,Jogo 44,Raheem Sterling,11,60,27.0,168
Brasileirão,São Paulo,Jogo 44,Lucas Moura,59,7,33.0,166
La Liga,Barcelona,Jogo 44,Jules Koundé,23,55,27.9,187
Eredivisie,PSV Eindhoven,Jogo 44,Johan Bakayoko,19,31,34.9,184
Bundesliga,Wolfsburg,Jogo 44,Lovro Majer,22,69,28.6,166
Ligue 1,Lille,Jogo 44,Jonathan David,13,5,26.5,174
Serie A,Juventus,Jogo 44,Bremer,0,85,27.2,184
Primeira Liga,Vitória SC,Jogo 44,André Silva,94,36,21.1,188
La Liga,Villarreal,Jogo 44,Álex Baena,0,24,33.8,176
Eredivisie,AZ Alkmaar,Jogo 45,Dani de Wit,91,83,26.2,182
Eredivisie,AZ Alkmaar,Jogo 45,Yukinari Sugawara,26,42,21.2,189
Primeira Liga,Benfica,Jogo 45,Alexander Bah,52,4,24.3,177
Bundesliga,Freiburg,Jogo 45,Ritsu Doan,87,6,34.1,161
La Liga,Villarreal,Jogo 45,Daniel Parejo,93,44,23.3,182
Brasileirão,Corinthians,Jogo 45,Fagner,57,93,27.7,151
Eredivisie,AZ Alkmaar,Jogo 45,Dani de Wit,13,43,26.0,182
Bundesliga,RB Leipzig,Jogo 45,Xavi Simons,49,3,27.3,172
Brasileirão,Flamengo,Jogo 45,Éverton Ribeiro,51,31,32.1,155
Ligue 1,Paris Saint-Germain,Jogo 45,Marquinhos,10,92,29.5,159
Bundesliga,Freiburg,Jogo 45,Vincenzo Grifo,56,0,30.0,161
Ligue 1,Nice,Jogo 45,Jean-Clair Todibo,49,43,33.9,162
Serie A,Roma,Jogo 45,Lorenzo Pellegrini,98,65,32.4,173
Eredivisie,Utrecht,Jogo 45,Sam Lammers,15,39,25.0,188
Premier League,Tottenham,Jogo 45,Son Heung-min,33,18,25.4,158
La Liga,Real Betis,Jogo 45,Juan Miranda,20,86,33.8,184
La Liga,Barcelona,Jogo 45,Robert Lewandowski,61,100,31.7,173
Ligue 1,Paris Saint-Germain,Jogo 45,Ousmane Dembélé,97,67,33.9,175
Primeira Liga,Vitória SC,Jogo 45,Tomás Silva,86,81,20.1,190
Bundesliga,Wolfsburg,Jogo 45,Patrick Wimmer,8,31,28.4,150
Bundesliga,Wolfsburg,Jogo 45,Maxence Lacroix,84,41,20.1,187
Brasileirão,Flamengo,Jogo 45,Bruno Henrique,44,99,21.6,176
Eredivisie,Twente,Jogo 45,Michel Vlap,73,20,28.1,150
Ligue 1,Paris Saint-Germain,Jogo 45,Achraf Hakimi,65,44,27.9,170
La Liga,Real Madrid,Jogo 45,Aurélien Tchouaméni,94,93,32.5,182
Bundesliga,RB Leipzig,Jogo 45,Mohamed Simakan,72,18,26.6,159
Brasileirão,Flamengo,Jogo 45,Éverton Ribeiro,47,98,33.5,155
Brasileirão,Palmeiras,Jogo 45,Weverton,54,4,26.3,179
Premier League,Arsenal,Jogo 45,Bukayo Saka,2,100,20.0,167
Brasileirão,Palmeiras,Jogo 45,Raphael Veiga,80,50,29.6,178
Ligue 1,Monaco,Jogo 45,Wissam Ben Yedder,29,28,23.0,157
Brasileirão,São Paulo,Jogo 45,Lucas Moura,9,93,25.9,189
Primeira Liga,Braga,Jogo 45,Ricardo Horta,40,8,31.7,161
Brasileirão,Palmeiras,Jogo 45,Dudu,64,78,25.0,189
Ligue 1,Lille,Jogo 45,Jonathan David,74,95,20.7,162
La Liga,Real Madrid,Jogo 45,Vinicius Jr,65,71,35.0,184
Serie A,Milan,Jogo 45,Olivier Giroud,21,29,23.5,162
Bundesliga,RB Leipzig,Jogo 45,Dani Olmo,77,25,34.4,166
Ligue 1,Paris Saint-Germain,Jogo 45,Marquinhos,70,22,21.6,178
Eredivisie,Feyenoord,Jogo 45,Calvin Stengs,1,21,32.2,190
Premier League,Liverpool,Jogo 45,Virgil van Dijk,21,82,21.9,152
Premier League,Manchester City,Jogo 45,Julián Álvarez,61,54,27.9,171
Brasileirão,Palmeiras,Jogo 45,Gustavo Gómez,82,98,23.5,174
Primeira Liga,Porto,Jogo 45,Mehdi Taremi,89,95,28.2,186
Brasileirão,Fluminense,Jogo 45,Nino,68,53,29.1,161
Bundesliga,RB Leipzig,Jogo 45,Loïs Openda,64,53,32.5,160
La Liga,Real Madrid,Jogo 45,Rodrygo,100,25,22.6,175
Eredivisie,Twente,Jogo 45,Sem Steijn,6,91,24.3,188
Bundesliga,Bayern Munich,Jogo 45,Joshua Kimmich,29,80,32.9,176
Eredivisie,Twente,Jogo 45,Ricky van Wolfswinkel,72,7,28.6,158
Eredivisie,PSV Eindhoven,Jogo 46,Ismael Saibari,49,71,31.4,165
Primeira Liga,Benfica,Jogo 46,Rafa Silva,30,16,34.0,190
Eredivisie,PSV Eindhoven,Jogo 46,Johan Bakayoko,35,36,29.9,152
Serie A,Juventus,Jogo 46,Federico Chiesa,100,88,22.2,152
Eredivisie,AZ Alkmaar,Jogo 46,Yukinari Sugawara,15,91,25.6,157
Serie A,Milan,Jogo 46,Rafael Leão,54,53,26.7,182
Premier League,Chelsea,Jogo 46,Mykhailo Mudryk,29,67,28.5,158
Bundesliga,Freiburg,Jogo 46,Vincenzo Grifo,74,43,31.2,183
Eredivisie,Utrecht,Jogo 46,Oscar Fraulo,100,18,23.5,172
La Liga,Barcelona,Jogo 46,Gavi,87,27,24.5,174
La Liga,Atlético Madrid,Jogo 46,José Giménez,41,50,21.8,150
Eredivisie,Ajax,Jogo 46,Devyne Rensch,49,82,26.3,155
Brasileirão,Corinthians,Jogo 46,Fagner,68,16,33.0,177
Eredivisie,PSV Eindhoven,Jogo 46,Luuk de Jong,30,81,23.6,151
Ligue 1,Nice,Jogo 46,Terem Moffi,90,40,31.1,176
Serie A,Lazio,Jogo 46,Mattéo Guendouzi,85,54,31.4,166
Eredivisie,Ajax,Jogo 46,Devyne Rensch,29,93,25.0,175
La Liga,Barcelona,Jogo 46,Jules Koundé,6,83,22.1,176
Bundesliga,Borussia Dortmund,Jogo 46,Julian Brandt,94,58,21.0,163
Eredivisie,Twente,Jogo 46,Michel Vlap,66,86,24.0,188
Brasileirão,Fluminense,Jogo 46,Germán Cano,23,58,30.4,173
Premier League,Tottenham,Jogo 46,Destiny Udogie,96,71,21.1,161
Premier League,Arsenal,Jogo 46,William Saliba,89,67,25.0,184
La Liga,Real Betis,Jogo 46,Guido Rodríguez,30,19,32.8,185
Eredivisie,Feyenoord,Jogo 46,Calvin Stengs,14,30,35.0,184
Primeira Liga,Vitória SC,Jogo 46,Bruno Gaspar,42,35,23.3,154
La Liga,Barcelona,Jogo 46,Jules Koundé,97,81,22.5,189
Brasileirão,Fluminense,Jogo 46,Germán Cano,10,98,27.3,162
Primeira Liga,Porto,Jogo 46,Wendell,84,3,24.4,158
Primeira Liga,Benfica,Jogo 46,Nicolás Otamendi,55,37,30.7,190
Ligue 1,Lille,Jogo 46,Benjamin André,40,60,21.1,159
Bundesliga,RB Leipzig,Jogo 46,Xavi Simons,75,38,22.7,187
Bundesliga,Bayer Leverkusen,Jogo 46,Exequiel Palacios,57,83,21.0,162
Premier League,Arsenal,Jogo 46,Declan Rice,68,5,30.1,174
Bundesliga,Borussia Dortmund,Jogo 46,Niclas Füllkrug,97,80,31.9,174
Bundesliga,Freiburg,Jogo 46,Vincenzo Grifo,21,52,33.3,156
Premier League,Manchester City,Jogo 46,Phil Foden,69,62,23.7,174
Bundesliga,Wolfsburg,Jogo 46,Patrick Wimmer,21,96,26.2,175
Eredivisie,Twente,Jogo 46,Sem Steijn,49,95,33.9,186
La Liga,Real Madrid,Jogo 46,Aurélien Tchouaméni,23,96,31.1,185
Serie A,Roma,Jogo 46,Gianluca Mancini,69,74,28.7,169
Ligue 1,Lyon,Jogo 46,Rayan Cherki,58,91,23.4,161
Ligue 1,Monaco,Jogo 46,Wissam Ben Yedder,69,50,26.3,189
Primeira Liga,Estoril,Jogo 46,Alejandro Marqués,17,81,29.7,166
Brasileirão,Fluminense,Jogo 46,Jhon Arias,67,55,24.2,169
Serie A,Juventus,Jogo 46,Federico Chiesa,51,34,26.1,154
Premier League,Chelsea,Jogo 46,Mykhailo Mudryk,24,41,32.4,155
Bundesliga,Freiburg,Jogo 46,Philipp Lienhart,53,55,26.1,182
La Liga,Barcelona,Jogo 46,Ronald Araújo,56,34,33.2,181
Brasileirão,São Paulo,Jogo 46,Calleri,40,87,34.3,188
Eredivisie,Feyenoord,Jogo 47,Calvin Stengs,65,9,26.2,172
Ligue 1,Paris Saint-Germain,Jogo 47,Warren Zaïre-Emery,74,78,32.1,162
Serie A,Inter de Milão,Jogo 47,Federico Dimarco,87,94,32.1,163
Brasileirão,Atlético Mineiro,Jogo 47,Hulk,41,36,21.6,162
La Liga,Atlético Madrid,Jogo 47,Jan Oblak,5,12,31.3,165
Brasileirão,São Paulo,Jogo 47,Calleri,96,64,30.4,167
Serie A,Lazio,Jogo 47,Ciro Immobile,18,89,24.9,181
Eredivisie,AZ Alkmaar,Jogo 47,Ruben van Bommel,88,84,31.3,163
Premier League,Chelsea,Jogo 47,Reece James,93,94,23.1,184
Brasileirão,Flamengo,Jogo 47,Giorgian De Arrascaeta,78,61,22.5,171
Eredivisie,Ajax,Jogo 47,Devyne Rensch,13,56,28.7,157
Ligue 1,Lille,Jogo 47,Edon Zhegrova,5,11,26.8,157
Premier League,Chelsea,Jogo 47,Thiago Silva,95,73,21.3,160
La Liga,Real Madrid,Jogo 47,Aurélien Tchouaméni,21,36,23.9,154
Ligue 1,Lille,Jogo 47,Benjamin André,68,94,22.3,151
Brasileirão,Corinthians,Jogo 47,Fábio Santos,38,31,32.5,176
Ligue 1,Nice,Jogo 47,Gaëtan Laborde,45,14,31.0,180
Premier League,Arsenal,Jogo 47,Martin Ødegaard,49,72,27.7,175
Eredivisie,Feyenoord,Jogo 47,Lutsharel Geertruida,49,46,31.6,169
Primeira Liga,Benfica,Jogo 47,Nicolás Otamendi,37,10,27.9,167
La Liga,Barcelona,Jogo 47,Jules Koundé,45,8,22.9,181
La Liga,Barcelona,Jogo 47,Gavi,38,68,28.9,187
Eredivisie,Twente,Jogo 47,Michel Vlap,58,76,34.4,175
Bundesliga,Borussia Dortmund,Jogo 47,Julian Brandt,98,39,29.4,159
Brasileirão,São Paulo,Jogo 47,Calleri,65,88,24.4,159
La Liga,Barcelona,Jogo 47,Robert Lewandowski,90,1,26.2,166
Bundesliga,Wolfsburg,Jogo 47,Jonas Wind,90,55,29.3,151
Eredivisie,Feyenoord,Jogo 47,Calvin Stengs,68,86,26.6,187
Eredivisie,Ajax,Jogo 47,Brian Brobbey,50,25,32.6,178
Primeira Liga,Porto,Jogo 47,Mehdi Taremi,24,53,25.5,182
Eredivisie,PSV Eindhoven,Jogo 47,Johan Bakayoko,93,80,22.6,164
Ligue 1,Lille,Jogo 47,Benjamin André,62,2,30.3,158
Brasileirão,Corinthians,Jogo 47,Renato Augusto,27,35,27.5,159
Brasileirão,Fluminense,Jogo 47,Jhon Arias,58,66,25.7,160
Brasileirão,Flamengo,Jogo 47,Éverton Ribeiro,41,68,22.3,176
La Liga,Villarreal,Jogo 47,Álex Baena,86,95,28.3,177
Bundesliga,RB Leipzig,Jogo 47,Mohamed Simakan,69,66,33.1,157
Bundesliga,Wolfsburg,Jogo 47,Maxence Lacroix,53,67,31.6,166
Eredivisie,Twente,Jogo 47,Robin Pröpper,82,36,25.1,159
Primeira Liga,Sporting CP,Jogo 47,Marcus Edwards,1,29,23.5,150
Ligue 1,Marseille,Jogo 47,Ismaïla Sarr,96,28,24.5,176
Serie A,Milan,Jogo 47,Mike Maignan,1,15,23.7,183
Serie A,Roma,Jogo 47,Gianluca Mancini,45,79,24.3,190
Eredivisie,AZ Alkmaar,Jogo 47,Dani de Wit,99,24,21.5,163
Primeira Liga,Benfica,Jogo 47,Alexander Bah,88,73,24.6,152
Premier League,Arsenal,Jogo 47,Declan Rice,73,12,33.0,155
Eredivisie,Twente,Jogo 47,Ricky van Wolfswinkel,97,77,31.6,154
Bundesliga,Borussia Dortmund,Jogo 47,Niclas Füllkrug,53,7,32.0,173
Bundesliga,RB Leipzig,Jogo 47,Willi Orbán,78,1,24.4,161
La Liga,Barcelona,Jogo 47,Jules Koundé,98,100,26.0,178
Eredivisie,Ajax,Jogo 48,Steven Bergwijn,45,25,29.7,168
Bundesliga,Wolfsburg,Jogo 48,Maxence Lacroix,60,91,28.8,188
Premier League,Chelsea,Jogo 48,Enzo Fernández,26,74,24.4,181
La Liga,Villarreal,Jogo 48,Gerard Moreno,15,49,20.8,190
Bundesliga,Wolfsburg,Jogo 48,Patrick Wimmer,57,43,31.6,165
Ligue 1,Lyon,Jogo 48,Alexandre Lacazette,19,33,32.4,175
Primeira Liga,Benfica,Jogo 48,Ángel Di María,66,3,25.3,171
Ligue 1,Lille,Jogo 48,Benjamin André,15,9,27.4,183
La Liga,Real Madrid,Jogo 48,Jude Bellingham,64,30,20.7,178
Ligue 1,Lyon,Jogo 48,Alexandre Lacazette,29,97,21.1,156
Premier League,Manchester United,Jogo 48,Raphaël Varane,75,19,22.7,160
Premier League,Liverpool,Jogo 48,Alisson,94,39,31.2,179
Serie A,Milan,Jogo 48,Mike Maignan,73,28,32.8,186
Bundesliga,Borussia Dortmund,Jogo 48,Julian Brandt,3,47,23.8,182
Brasileirão,Palmeiras,Jogo 48,Gustavo Gómez,75,87,30.2,184
Eredivisie,Feyenoord,Jogo 48,Lutsharel Geertruida,29,62,24.2,172
Serie A,Milan,Jogo 48,Olivier Giroud,59,47,32.8,178
Primeira Liga,Braga,Jogo 48,José Fonte,34,35,30.2,154
Ligue 1,Paris Saint-Germain,Jogo 48,Kylian Mbappé,96,97,22.9,181
Ligue 1,Monaco,Jogo 48,Aleksandr Golovin,22,93,26.5,175
La Liga,Villarreal,Jogo 48,Álex Baena,69,16,30.6,188
La Liga,Atlético Madrid,Jogo 48,Koke,84,28,22.1,189
Serie A,Inter de Milão,Jogo 48,Lautaro Martínez,20,88,29.7,159
Premier League,Manchester United,Jogo 48,Marcus Rashford,92,51,20.1,159
Primeira Liga,Estoril,Jogo 48,Rodrigo Martins,94,17,26.2,176
Brasileirão,São Paulo,Jogo 48,James Rodríguez,82,16,28.6,153
Brasileirão,Palmeiras,Jogo 48,Dudu,75,65,32.6,190
Eredivisie,Twente,Jogo 48,Robin Pröpper,44,64,26.6,171
La Liga,Sevilla,Jogo 48,Sergio Ramos,38,100,25.9,171
Eredivisie,Twente,Jogo 48,Michel Vlap,22,55,31.9,187
Ligue 1,Marseille,Jogo 48,Jonathan Clauss,87,11,23.4,173
Primeira Liga,Benfica,Jogo 48,Alexander Bah,81,36,26.5,157
Premier League,Arsenal,Jogo 48,William Saliba,28,12,31.4,178
Primeira Liga,Braga,Jogo 48,Alvaro Djaló,64,8,30.5,155
Eredivisie,Utrecht,Jogo 48,Oscar Fraulo,82,57,22.3,168
Primeira Liga,Benfica,Jogo 48,Rafa Silva,76,78,24.4,178
La Liga,Barcelona,Jogo 48,Gavi,86,17,24.6,178
La Liga,Barcelona,Jogo 48,Robert Lewandowski,66,37,33.0,187
Ligue 1,Lyon,Jogo 48,Anthony Lopes,59,4,26.4,163
Premier League,Manchester City,Jogo 48,Julián Álvarez,54,32,31.3,165
La Liga,Real Betis,Jogo 48,Isco,79,15,20.7,154
Bundesliga,Bayer Leverkusen,Jogo 48,Alejandro Grimaldo,11,69,31.3,159
Ligue 1,Lille,Jogo 48,Yusuf Yazıcı,51,27,30.4,162
Bundesliga,Bayer Leverkusen,Jogo 48,Exequiel Palacios,15,98,31.2,162
Primeira Liga,Sporting CP,Jogo 48,Sebastián Coates,36,90,25.9,160
Serie A,Inter de Milão,Jogo 48,Nicolò Barella,55,33,29.8,179
La Liga,Sevilla,Jogo 48,Nemanja Gudelj,33,97,23.0,162
Eredivisie,PSV Eindhoven,Jogo 48,Joey Veerman,30,72,31.8,176
La Liga,Real Madrid,Jogo 48,Aurélien Tchouaméni,36,46,20.5,179
Serie A,Lazio,Jogo 48,Alessio Romagnoli,1,26,34.0,153
Serie A,Napoli,Jogo 49,Victor Osimhen,37,30,29.8,154
Brasileirão,São Paulo,Jogo 49,Luciano,58,0,21.0,172
Serie A,Napoli,Jogo 49,Khvicha Kvaratskhelia,33,11,32.3,168
La Liga,Real Betis,Jogo 49,Guido Rodríguez,42,23,31.3,157
Ligue 1,Monaco,Jogo 49,Youssouf Fofana,80,36,31.2,168
Eredivisie,PSV Eindhoven,Jogo 49,Joey Veerman,54,43,27.8,157
La Liga,Atlético Madrid,Jogo 49,Koke,61,91,21.9,167
Serie A,Inter de Milão,Jogo 49,Federico Dimarco,2,7,34.4,153
La Liga,Sevilla,Jogo 49,Lucas Ocampos,62,79,32.7,173
Premier League,Manchester United,Jogo 49,Raphaël Varane,46,35,32.8,166
Bundesliga,Bayer Leverkusen,Jogo 49,Jonas Hofmann,54,90,34.6,160
La Liga,Real Betis,Jogo 49,Germán Pezzella,79,95,21.7,164
Premier League,Liverpool,Jogo 49,Mohamed Salah,98,82,24.8,185
Brasileirão,Palmeiras,Jogo 49,Raphael Veiga,50,54,28.1,180
Premier League,Arsenal,Jogo 49,Declan Rice,60,4,23.6,161
La Liga,Atlético Madrid,Jogo 49,José Giménez,89,31,22.5,174
Eredivisie,Twente,Jogo 49,Manfred Ugalde,27,43,26.0,150
Ligue 1,Nice,Jogo 49,Jean-Clair Todibo,60,26,33.5,150
Brasileirão,Fluminense,Jogo 49,Ganso,33,44,31.3,159
Serie A,Napoli,Jogo 49,André-Frank Zambo Anguissa,24,5,26.8,179
Brasileirão,Palmeiras,Jogo 49,Raphael Veiga,56,77,33.9,170
Premier League,Manchester City,Jogo 49,Erling Haaland,9,73,23.1,151
Primeira Liga,Porto,Jogo 49,Diogo Costa,44,82,34.6,175
Brasileirão,Flamengo,Jogo 49,Giorgian De Arrascaeta,99,97,23.3,163
Bundesliga,Bayern Munich,Jogo 49,Jamal Musiala,33,79,20.3,160
Serie A,Napoli,Jogo 49,Piotr Zieliński,16,7,20.6,167
Bundesliga,Freiburg,Jogo 49,Philipp Lienhart,27,66,24.2,178
La Liga,Real Betis,Jogo 49,Germán Pezzella,19,33,25.6,161
Primeira Liga,Sporting CP,Jogo 49,Sebastián Coates,11,21,25.5,155
La Liga,Real Madrid,Jogo 49,Aurélien Tchouaméni,11,33,21.3,163
Serie A,Lazio,Jogo 49,Sergej Milinković-Savić,41,26,30.7,188
Bundesliga,Freiburg,Jogo 49,Roland Sallai,34,75,27.2,178
Primeira Liga,Benfica,Jogo 49,Rafa Silva,47,94,22.4,160
Brasileirão,Corinthians,Jogo 49,Yuri Alberto,95,18,30.9,175
Brasileirão,São Paulo,Jogo 49,Rafinha,88,62,30.1,171
Premier League,Tottenham,Jogo 49,Cristian Romero,47,27,25.8,163
Brasileirão,Flamengo,Jogo 49,Gabigol,53,66,32.1,161
Ligue 1,Nice,Jogo 49,Terem Moffi,97,33,31.3,152
Bundesliga,Bayer Leverkusen,Jogo 49,Jonas Hofmann,27,60,31.3,150
Bundesliga,Borussia Dortmund,Jogo 49,Mats Hummels,8,68,26.3,176
Ligue 1,Marseille,Jogo 49,Pierre-Emerick Aubameyang,98,99,20.8,152
Eredivisie,AZ Alkmaar,Jogo 49,Vangelis Pavlidis,60,32,25.2,187
Serie A,Roma,Jogo 49,Bryan Cristante,29,49,23.6,185
La Liga,Barcelona,Jogo 49,Gavi,85,37,25.5,180
Bundesliga,Freiburg,Jogo 49,Christian Günter,58,56,32.7,180
Primeira Liga,Estoril,Jogo 49,Alejandro Marqués,69,51,30.0,151
Bundesliga,Wolfsburg,Jogo 49,Maxence Lacroix,3,23,32.6,164
La Liga,Atlético Madrid,Jogo 49,José Giménez,51,84,33.2,171
Ligue 1,Marseille,Jogo 49,Jonathan Clauss,49,91,32.6,161
Eredivisie,Utrecht,Jogo 49,Jens Toornstra,56,14,27.2,155
La Liga,Villarreal,Jogo 50,Gerard Moreno,5,6,23.8,181
Serie A,Lazio,Jogo 50,Ciro Immobile,3,84,31.4,182
Eredivisie,AZ Alkmaar,Jogo 50,Ruben van Bommel,28,9,32.6,161
Premier League,Chelsea,Jogo 50,Enzo Fernández,22,40,21.4,150
Primeira Liga,Braga,Jogo 50,Simon Banza,30,42,33.8,172
Brasileirão,Atlético Mineiro,Jogo 50,Éverson,85,18,23.3,186
Serie A,Roma,Jogo 50,Paulo Dybala,94,33,24.0,168
Eredivisie,Twente,Jogo 50,Sem Steijn,49,37,22.0,175
Primeira Liga,Estoril,Jogo 50,Rodrigo Martins,13,58,30.1,154
Serie A,Napoli,Jogo 50,Victor Osimhen,9,61,23.1,160
Eredivisie,PSV Eindhoven,Jogo 50,Ismael Saibari,100,8,30.0,158
Primeira Liga,Estoril,Jogo 50,Rodrigo Martins,100,38,32.6,155
La Liga,Villarreal,Jogo 50,Álex Baena,48,43,25.0,179
La Liga,Real Madrid,Jogo 50,Jude Bellingham,48,57,31.9,158
Serie A,Milan,Jogo 50,Olivier Giroud,16,52,24.3,161
Brasileirão,Corinthians,Jogo 50,Renato Augusto,54,39,33.2,155
Bundesliga,Borussia Dortmund,Jogo 50,Niclas Füllkrug,12,47,23.6,171
La Liga,Barcelona,Jogo 50,Jules Koundé,92,17,31.0,188
Bundesliga,Bayern Munich,Jogo 50,Alphonso Davies,44,33,31.6,183
Ligue 1,Monaco,Jogo 50,Caio Henrique,91,32,22.5,153
Premier League,Chelsea,Jogo 50,Thiago Silva,31,76,24.4,179
Premier League,Tottenham,Jogo 50,James Maddison,70,85,21.9,153
Ligue 1,Lyon,Jogo 50,Maxence Caqueret,83,95,23.8,182
Bundesliga,Bayern Munich,Jogo 50,Leroy Sané,67,61,27.5,184
La Liga,Atlético Madrid,Jogo 50,Antoine Griezmann,19,80,34.8,164
La Liga,Real Madrid,Jogo 50,Aurélien Tchouaméni,64,52,30.1,180
Ligue 1,Marseille,Jogo 50,Ismaïla Sarr,68,53,21.2,150
Premier League,Arsenal,Jogo 50,Gabriel Martinelli,86,50,34.6,155
Premier League,Liverpool,Jogo 50,Trent Alexander-Arnold,27,70,25.6,151
Ligue 1,Monaco,Jogo 50,Aleksandr Golovin,45,83,29.2,154
La Liga,Villarreal,Jogo 50,Daniel Parejo,47,66,22.5,169
La Liga,Barcelona,Jogo 50,Gavi,59,78,27.5,180
Bundesliga,Wolfsburg,Jogo 50,Jonas Wind,24,64,22.6,150
Premier League,Manchester United,Jogo 50,Raphaël Varane,88,53,32.2,161
La Liga,Real Betis,Jogo 50,Germán Pezzella,51,26,23.5,167
Bundesliga,Bayern Munich,Jogo 50,Harry Kane,17,87,30.8,150
Bundesliga,Bayern Munich,Jogo 50,Alphonso Davies,99,23,25.1,169
Primeira Liga,Sporting CP,Jogo 50,Viktor Gyökeres,48,35,32.6,185
Premier League,Manchester City,Jogo 50,Phil Foden,31,13,29.5,158
Serie A,Lazio,Jogo 50,Ciro Immobile,29,94,28.6,178
Bundesliga,Bayern Munich,Jogo 50,Harry Kane,75,99,23.2,173
Primeira Liga,Porto,Jogo 50,Mehdi Taremi,93,11,33.2,172
Bundesliga,Bayern Munich,Jogo 50,Alphonso Davies,44,19,34.2,172
Bundesliga,RB Leipzig,Jogo 50,Dani Olmo,95,63,27.5,178
Bundesliga,Bayer Leverkusen,Jogo 50,Alejandro Grimaldo,45,26,27.2,175
Premier League,Liverpool,Jogo 50,Alisson,42,83,20.2,152
Bundesliga,Wolfsburg,Jogo 50,Jonas Wind,31,21,28.0,186
Eredivisie,Twente,Jogo 50,Ricky van Wolfswinkel,83,6,25.5,172
Ligue 1,Lille,Jogo 50,Leny Yoro,99,0,30.1,177
La Liga,Villarreal,Jogo 50,Álex Baena,86,47,26.3,161
